Specific Gravity,Pressure (psia),Hydrate Temperature (K)
0.921606104,2125.757659,297.9790999
0.83698204,2233.173367,296.9745241
0.693623096,603.4416351,286.4709136
0.55,2169.427093,291.2314939
0.922822879,2392.455732,298.6170177
0.813409222,2256.390606,296.6518523
0.729492942,1446.614386,292.6532475
0.956501819,2660.255216,299.7439733
0.979249031,1318.910658,295.9056686
0.9811227,1959.733408,298.2819021
0.691609743,1810.763477,293.2162105
0.825988326,1629.402409,294.9672611
0.566376264,2448.26108,292.3779888
0.631129359,1660.151955,291.5458578
0.810242921,2545.135597,297.288191
0.765240143,1978.637906,295.0337431
0.694949347,2588.713824,295.4096889
0.688470058,1692.279539,292.8285682
0.55,950.1552904,285.5468584
0.99077951,1148.083145,295.1938879
0.861308968,1738.191244,295.8780921
0.668692593,974.7836952,289.0592164
0.70525129,366.3271129,283.3408769
0.845546167,2507.177366,297.7635035
0.826510877,992.4044613,291.9063656
0.578811762,533.655499,283.3342939
0.811148264,483.5827091,287.0092302
0.750628665,677.4484596,288.1448423
0.722274582,595.274135,286.8838394
0.968469005,188.7586143,282.5923084
0.889076333,1808.588961,296.5602224
0.956579557,421.9658172,288.160812
0.785853723,380.9439128,284.9867982
0.783873259,1972.799934,295.371562
0.991557731,2193.051615,299.0969
0.945022571,1374.541654,295.6701146
0.969143519,241.4989417,284.4188086
0.55,767.6558476,284.5110381
0.695374358,2239.892182,294.5911063
0.565264468,173.9327407,275.2829576
0.686483133,1875.303366,293.3614707
0.780620326,1462.14456,293.5950478
0.885946045,1349.858268,294.7091406
0.712433192,1775.905925,293.5157619
0.75976173,1225.090338,292.155828
0.775050813,1146.77306,291.9714865
0.949103095,1590.017299,296.6099342
0.815467807,760.5124966,290.0793295
0.813038955,2085.425411,296.1884006
0.55,1151.749389,286.5183481
0.848209389,758.0550599,290.4951806
0.58959037,1245.809312,288.9234266
0.555230786,826.1419753,285.7375005
0.981794377,588.4808051,290.776414
0.903295884,1005.871655,293.1261242
0.854489078,2611.49214,298.1479124
0.787601015,1796.365975,294.8860206
0.882803938,1469.241997,295.0702806
0.8839015,1699.070553,296.0614435
0.551569018,2388.32049,291.8849949
0.834021344,236.4523383,282.332787
0.86075181,2261.0644,297.4026008
0.841199098,2449.394891,297.5960973
0.748762725,1102.69462,291.2630659
0.700024051,326.8050867,282.4968276
0.55,1398.036728,287.7035379
0.73506968,586.6249964,287.0495739
0.573722299,818.6922796,286.0286939
0.645503869,2044.559271,292.9837259
0.771119898,714.4033792,288.9863975
0.797639232,2513.76083,297.0145502
0.904687128,269.7991654,284.3764018
0.682548047,361.036115,282.8583812
0.747499873,200.6075962,279.7642961
0.624359851,2212.974394,293.101659
0.55,297.2341281,278.7107914
0.84904797,2432.008579,297.6893053
0.829654504,449.7758751,286.7776684
0.655234122,766.7694411,287.3307599
0.55,2501.672769,291.2442991
0.930499259,2083.085143,297.9652457
0.7863753,2687.063655,297.2559978
0.630601329,225.1031502,278.4539702
0.831985971,1346.719803,293.8621641
0.55,2405.106401,291.2557729
0.65476189,2570.062129,294.5744271
0.889369719,2590.298923,298.6643828
0.97263935,2418.999652,299.407226
0.623910128,1259.409658,289.7916729
0.55,330.2280339,278.7820722
0.725905327,1789.571381,293.8004436
0.896990552,719.8605592,290.8879744
0.771982586,239.007048,281.5138679
0.55,2317.061081,290.8331693
0.804864195,1948.759251,295.6839391
0.869156989,2112.760928,297.1721006
0.711860844,1718.472884,293.2599969
0.75274128,1584.405748,293.5508192
0.964578978,2327.974779,299.1302817
0.756862333,315.4124137,283.1681534
0.570532339,2009.448125,291.2842811
0.668531117,1253.152933,290.5757664
0.641702709,1226.760151,290.0206691
0.860334298,2336.863193,297.6235178
0.901374465,2508.334615,298.5981698
0.59117619,686.5149712,285.3244024
0.574180127,1341.348061,289.0565549
0.896286819,634.7646693,290.0592475
0.678459619,1063.046969,289.8306322
0.633944206,921.7696227,288.0448826
0.877974109,827.788928,291.631866
0.730319716,147.2270241,277.2369754
0.983083596,2452.80482,299.6598959
0.844854332,1828.180391,295.9629912
0.630590068,1922.45679,292.3478578
0.587733817,1077.740421,288.1075378
0.926015397,800.1849075,292.0191883
0.700782309,1703.733485,293.0651142
0.922668253,2025.891153,297.6493307
0.692851409,575.0996271,286.2052247
0.980666831,622.5310409,291.0791404
0.978945304,787.516721,292.6224659
0.932044752,1272.811537,295.042129
0.867381801,2206.484173,297.3663699
0.901268384,587.2036245,289.6333177
0.669857549,1288.07496,290.8311398
0.791171939,2043.091238,295.7202346
0.638359849,1766.728527,292.0929562
0.963758264,2226.566903,298.8197476
0.55,160.4755975,273.7361162
0.941936611,201.6076339,282.6712019
0.597015331,834.5977316,286.7097763
0.651027166,1137.23589,289.597821
0.985146035,1506.981556,296.8269241
0.841422768,342.3004642,285.1054684
0.593759194,424.0488099,282.1669629
0.877026738,2338.047543,297.8562893
0.696937658,2475.452368,295.2043397
0.834255739,2151.719654,296.7279496
0.744839548,1086.38102,291.1463016
0.981414156,1119.075168,294.9042292
0.99572157,949.7606425,294.0209039
0.824804448,966.801159,291.7047201
0.829367706,1151.760151,292.9012013
0.891066314,1266.748045,294.3728244
0.554942569,2625.751193,292.5416726
0.95667642,883.0531868,293.0379072
0.55,491.7139812,281.043476
0.766546465,218.6452379,280.7688164
0.943074759,1337.686049,295.4898529
0.617273288,2294.54234,293.1335872
0.55,976.2427921,285.8536528
0.91752124,2391.828132,298.5935056
0.622317841,942.9000517,287.9432088
0.831382248,1765.133095,295.4648507
0.688239934,1017.658913,289.7307563
0.576127724,2357.505472,292.4024387
0.829904487,204.7201978,281.2532762
0.842679923,908.0468811,291.6035039
0.730319907,2528.733892,295.8756831
0.55,176.7194435,274.1338559
0.691049112,1983.673839,293.7547507
0.865879234,1277.263735,294.0375458
0.891594654,1872.156934,296.7710443
0.958237012,696.513246,291.5306939
0.55206363,1467.04836,289.1241006
0.625022258,1383.53803,290.3364337
0.907880029,1642.775661,296.2302007
0.555125297,317.9178716,279.3922848
0.981823373,1759.889157,297.6532081
0.55,1094.87098,286.2866914
0.61427803,2372.903348,293.2062494
0.610111858,1953.239278,292.1235336
0.872495544,1851.907271,296.4593011
0.836795422,1653.632225,295.163407
0.55,875.3490521,285.8076999
0.699216216,1277.588121,291.287619
0.943575723,1828.788723,297.3589155
0.698465117,960.3082998,289.5368337
0.797708802,1754.898741,294.9598462
0.884386333,1154.277663,293.7241654
0.817071348,1981.973769,295.9869046
0.654818615,1427.65385,291.0990005
0.601063587,1401.801055,289.9331894
0.727729271,2373.941586,295.5340159
0.796160285,2250.872247,296.3823288
0.55,1838.416832,289.3348702
0.659079404,1842.148146,292.7587288
0.930054927,1353.225078,295.3866586
0.988201635,2404.10112,299.5980755
0.69862595,2393.809751,295.0103362
0.871689265,1944.111107,296.7145548
0.834050117,2328.649628,297.1948772
0.872272975,1963.511725,296.7599242
0.817288015,1989.108646,296.0362074
0.599798435,1031.982505,288.0974272
0.57158959,215.4102066,277.0447648
0.560810972,2699.808722,292.8594714
0.712313449,1474.209349,292.4052357
0.65298855,2447.783149,294.2083817
0.700442951,455.1222916,284.7073482
0.752748934,799.6686472,289.3447851
0.560138558,2677.348068,292.7877035
0.55,939.2429227,286.2876059
0.955777359,2488.925295,299.3657262
0.658442795,2455.145004,294.4042644
0.566578648,668.7600219,284.5765045
0.732356363,342.3930869,283.3857517
0.580922193,2437.829613,292.702687
0.993101519,2015.882149,298.5904864
0.831109009,2250.154318,296.9370317
0.557832721,1923.158719,290.8171833
0.645490551,1687.09343,291.9207728
0.725641464,1001.46171,290.3019104
0.972171898,902.888112,293.4040827
0.55,148.9360469,273.1581251
0.603677902,935.7342884,287.5093889
0.835790628,610.2220232,288.9511175
0.658499174,1430.356053,291.2200053
0.724448676,1358.663893,292.1241525
0.83141968,198.7051533,281.0065203
0.55,405.3296459,280.5228205
0.55,1202.820125,287.3383362
0.958737392,2006.254647,298.1591994
0.55,1113.693251,286.9746908
0.621733815,2166.910338,292.9204618
0.594028663,884.8692254,286.8663487
0.55,692.7456003,284.333282
0.633715581,1958.897524,292.6229469
0.913208796,1201.587083,294.4096934
0.589062716,2553.755763,293.2642593
0.607011761,1270.078364,289.4806851
0.682006529,869.3918667,288.6359939
0.599201251,2694.459961,293.6907888
0.593271739,331.1393922,280.4859815
0.7358009,1358.73915,292.2771503
0.862910238,1664.557475,295.6118419
0.647022465,251.9875247,279.6847809
0.68112908,2191.760393,294.2131543
0.803934605,2400.184233,296.8566959
0.884766628,2302.193764,297.9294966
0.835795831,1972.635533,296.176547
0.55,2524.84589,292.0197915
0.953078741,717.6512223,291.6870281
0.55,1696.15643,289.4297483
0.55,2339.741731,291.4332283
0.605266447,2162.040913,292.5724052
0.81399643,558.6103422,287.9685601
0.75921131,807.2056735,289.5622552
0.820863721,2519.335517,297.446513
0.902261764,1232.064479,294.3903555
0.711427821,2339.492773,295.1222253
0.79903983,799.0764072,290.1138437
0.65970983,2027.757862,293.2867141
0.875033202,2346.044883,297.8867901
0.962263299,1215.17779,295.1483897
0.796879056,2230.988406,296.3278685
0.880837678,1706.618604,296.0441794
0.550417096,1572.974028,289.4519684
0.873126849,1152.981284,293.5864063
0.633269394,521.6608664,284.43789
0.988799724,2016.627154,298.542007
0.55,860.4965266,285.5886095
0.871077418,609.0791345,289.4661019
0.55,938.5025216,286.2145887
0.978283288,965.3160602,293.9133748
0.752675303,1090.420195,291.2466197
0.732364168,887.0625046,289.6431001
0.833120591,2605.661105,297.7517469
0.879142049,515.3066665,288.4004961
0.802131185,1987.878263,295.7493859
0.55,1561.291151,288.3940846
0.993943541,592.4561429,290.9380875
0.623155698,1463.89784,290.5934754
0.55,2198.429194,290.5933089
0.900948734,732.1038463,291.0592528
0.55,512.1381224,282.066229
0.584202987,1248.304052,288.9407081
0.866082808,1228.46179,293.8755052
0.55,515.0106921,281.7972327
0.785219716,2645.640306,297.1346547
0.957691736,1260.27786,295.2883804
0.55323974,1270.453041,288.205708
0.80031921,1460.207188,293.8670117
0.709109011,1546.732561,292.5868798
0.979780672,1833.294722,297.9239221
0.940881905,1670.404196,296.8426569
0.55,1075.448127,287.0346694
0.799625899,779.9937954,289.9417793
0.55,718.8976687,283.4984456
0.941125798,248.4493213,284.2890983
0.596898804,2055.070269,292.0975578
0.785390287,1226.051062,292.6025214
0.885871827,663.4951652,290.2020666
0.612902109,1353.443025,289.9507333
0.90820406,1994.398636,297.4169894
0.875950628,2306.365494,297.7843327
0.76236908,355.1355739,284.14921
0.685864439,1019.402129,289.6774102
0.86465343,1927.837681,296.5141337
0.963708848,2069.214255,298.4165016
0.55,1375.068286,288.1352928
0.843474506,1012.181263,292.3092712
0.953075967,2454.684331,299.2689672
0.600686332,932.9363249,287.4362331
0.660487553,1190.026031,290.1849964
0.795424413,1410.136172,293.5963058
0.573000366,970.3665977,287.1292084
0.74331256,2671.589764,296.3921446
0.900522033,583.593797,289.5865321
0.663186504,1794.624721,292.6904184
0.764910295,778.1769278,289.363331
0.894747343,2164.983951,297.6810136
0.819495106,1533.618484,294.4809256
0.55,2198.675282,290.401439
0.739247033,866.9227472,289.5940068
0.786616176,1840.722208,295.0490944
0.55,1111.659085,286.5497934
0.774596376,2002.889202,295.3382209
0.815382736,2270.777682,296.8099357
0.807857676,1500.665611,294.2053097
0.556011107,2352.411157,291.8916675
0.68553584,2636.391758,295.263881
0.869191591,1035.794099,292.8336131
0.60207406,965.0999631,287.6472412
0.675712482,587.7541708,285.9667398
0.568034425,1215.659496,288.2062635
0.996029439,1600.993045,297.2574918
0.835324605,1868.16012,295.9084671
0.988264879,177.0736309,282.3671904
0.969021732,436.1268298,288.6068517
0.777774657,1392.546683,293.2040665
0.892888767,814.8456692,291.6751427
0.832168861,2172.275877,296.7890556
0.769164788,1950.815881,295.103922
0.943524327,2120.461115,298.2850809
0.668692837,1367.918015,291.0847511
0.826874696,1134.54392,292.7196382
0.936929948,265.2706265,284.6509602
0.612689497,1716.738053,291.3161216
0.898372234,1245.772719,294.4003134
0.759584042,1304.508121,292.5362393
0.806326911,1434.502643,293.8098407
0.938493608,2648.498671,299.4694047
0.621916697,346.5722881,281.4409382
0.578800023,1934.637326,291.3539066
0.55,904.815762,285.0387016
0.997234401,62.5,274.8166667
0.901852355,74.8,274.8166667
0.803818833,92.4,274.8166667
0.697202865,117.22,274.8166667
0.601125938,175.6,274.8166667
0.998698715,64.8,275.15
0.899025749,77.3,275.15
0.798815212,94.8,275.15
0.698272018,119,275.15
0.600097043,183.4,275.15
0.9983381,68.68,275.5111111
0.900540914,80,275.5111111
0.799899524,97.4,275.5111111
0.699522104,124.2,275.5111111
0.598184873,191.5,275.5111111
0.998846457,72.3,275.8444444
0.901510782,84.8,275.8444444
0.801001834,104.4,275.8444444
0.69804489,129.68,275.8444444
0.600198665,195.7,275.8444444
1.001502774,74.8,276.2055556
0.896661189,90,276.2055556
0.80108672,109.05,276.2055556
0.698674752,135.4,276.2055556
0.601141197,200,276.2055556
0.998473482,77.3,276.5388889
0.896390236,94.87,276.5388889
0.796744915,113.88,276.5388889
0.70009617,141.42,276.5388889
0.600519445,210.4,276.5388889
0.998191367,80,276.9
0.901277185,97.4,276.9
0.79667696,118.92,276.9
0.69986784,147.68,276.9
0.597577968,221.37,276.9
0.998696328,84.4,277.2333333
0.900094797,100,277.2333333
0.798279173,113.88,277.2333333
0.699230889,154.22,277.2333333
0.602012586,232.86,277.2333333
0.998846216,90,277.5944444
0.901671384,109,277.5944444
0.797740586,129,277.5944444
0.701059608,161.05,277.5944444
0.602883137,244.95,277.5944444
0.995056711,92.4,277.9277778
0.898406209,110,277.9277778
0.801154144,130,277.9277778
0.699593909,168.18,277.9277778
0.600742292,245.5,277.9277778
0.99879203,94.87,278.2888889
0.90017318,111,278.2888889
0.799688646,131,278.2888889
0.702335564,175.6,278.2888889
0.600508842,257.68,278.2888889
1.000675205,97.4,278.6222222
0.899176246,112,278.6222222
0.799024788,135.4,278.6222222
0.699134884,177,278.6222222
0.600788904,260,278.6222222
0.999158031,104.4,278.9833333
0.90057955,113.88,278.9833333
0.804150802,147.42,278.9833333
0.701742249,183.4,278.9833333
0.599347953,271.08,278.9833333
1.002402428,109.05,279.3166667
0.899183849,129.68,279.3166667
0.795923751,154.2,279.3166667
0.697983827,192,279.3166667
0.596258416,285.17,279.3166667
0.999296973,118,279.6777778
0.900036837,131,279.6777778
0.803352875,156,279.6777778
0.700653855,200,279.6777778
0.599561799,300,279.6777778
1.001658811,124,280.0111111
0.895577729,141.2,280.0111111
0.800471229,175,280.0111111
0.70154173,210,280.0111111
0.597042828,311,280.0111111
1.002287508,129.68,280.3722222
0.900676993,147.68,280.3722222
0.799169424,183,280.3722222
0.701265564,221,280.3722222
0.604541386,322,280.3722222
1.000363733,135,280.7055556
0.900496441,154,280.7055556
0.799081278,191,280.7055556
0.698300311,232,280.7055556
0.601660672,330,280.7055556
0.998287832,141.42,281.0666667
0.900143132,168,281.0666667
0.799044685,200,281.0666667
0.70095796,244,281.0666667
0.600667324,347,281.0666667
1.00207508,147.68,281.4
0.898979967,175.6,281.4
0.79946025,210,281.4
0.698042473,257,281.4
0.599111413,368,281.4
0.900754601,183,281.7611111
0.801513977,223,281.7611111
0.698155669,271,281.7611111
0.601739212,380,281.7611111
0.902711276,195,282.0944444
0.80082687,232,282.0944444
0.703753592,285,282.0944444
0.598452422,402,282.0944444
0.997510691,175.6,282.4555556
0.89644256,200,282.4555556
0.802992089,245,282.4555556
0.701308731,300,282.4555556
0.599888831,423,282.4555556
1.000559937,183.4,282.7888889
0.897749022,210,282.7888889
0.804891504,271,282.7888889
0.700258442,311,282.7888889
0.60021879,445,282.7888889
1.001451533,195.7,283.15
0.900962018,221,283.15
0.800447768,285,283.15
0.698419051,322,283.15
0.600942937,470,283.15
1.003764049,200,283.4833333
0.90269084,232,283.4833333
0.803186373,300,283.4833333
0.698977569,330,283.4833333
0.59802079,490,283.4833333
0.999748426,210,283.8444444
0.90011145,245,283.8444444
0.802188383,311,283.8444444
0.696615071,350,283.8444444
0.603059101,505,283.8444444
0.999683984,215,284.1777778
0.899146238,257,284.1777778
0.797975791,322,284.1777778
0.696690287,372,284.1777778
0.601646341,538,284.1777778
1.000146636,221.37,284.5388889
0.897420078,271,284.5388889
0.797409842,346,284.5388889
0.699328431,392,284.5388889
0.603338043,560,284.5388889
0.999480817,232,284.8722222
0.896993714,285,284.8722222
0.799508514,372,284.8722222
0.699454553,420,284.8722222
0.594606227,580,284.8722222
0.99989141,257.68,285.2333333
0.899538131,300,285.2333333
0.801392413,385,285.2333333
0.703697912,430,285.2333333
0.60225313,604,285.2333333
0.999462223,271.08,285.5666667
0.897786948,311,285.5666667
0.80514672,400,285.5666667
0.700118437,450,285.5666667
0.600027859,645,285.5666667
0.99995175,285.17,285.9277778
0.90039617,324,285.9277778
0.799711279,423,285.9277778
0.698852676,470,285.9277778
0.598906282,670,285.9277778
0.999934493,300,286.2611111
0.89891315,346,286.2611111
0.798574308,447,286.2611111
0.70021286,500,286.2611111
0.599490046,703,286.2611111
0.903007986,372,286.6222222
0.79469806,460,286.6222222
0.702183014,527,286.6222222
0.60249217,745,286.6222222
0.89585322,400,286.9555556
0.799314625,472,286.9555556
0.699257118,445,286.9555556
0.597184977,770,286.9555556
0.898444367,423,287.3166667
0.797778848,500,287.3166667
0.703504541,570,287.3166667
0.601871357,800,287.3166667
1.00254311,372.24,287.65
0.901443344,447,287.65
0.797741896,523,287.65
0.698950959,600,287.65
0.600978749,820,287.65
0.997555744,400,288.0111111
0.901425997,472,288.0111111
0.799519349,547,288.0111111
0.699250358,645,288.0111111
0.60142192,885,288.0111111
1.000888527,422.8,288.3444444
0.899278068,485,288.3444444
0.80231866,573,288.3444444
0.697837873,670,288.3444444
0.601231871,920,288.3444444
1.001186203,447.21,288.7055556
0.899380907,500,288.7055556
0.800652266,600,288.7055556
0.697497773,700,288.7055556
0.601848054,960,288.7055556
0.999630196,472.86,289.0388889
0.898954554,523,289.0388889
0.802098018,648,289.0388889
0.698591313,745,289.0388889
0.597183077,1020,289.0388889
0.996886742,485,289.4
0.90121202,547,289.4
0.797439141,700,289.4
0.703509588,790,289.4
0.595836141,1090,289.4
1.003392913,523,289.7333333
0.900422035,573,289.7333333
0.799806574,748,289.7333333
0.698910162,810,289.7333333
0.600798272,1120,289.7333333
0.999924731,573,290.0944444
0.902206604,623,290.0944444
0.800228455,773,290.0944444
0.700300604,845,290.0944444
0.599272776,1190,290.0944444
0.999886109,600,290.4277778
0.900615604,673,290.4277778
0.796579663,800,290.4277778
0.697303629,870,290.4277778
0.601486528,1200,290.4277778
1.000341731,648,290.7888889
0.899632033,700,290.7888889
0.800036868,848,290.7888889
0.700695163,920,290.7888889
0.598920481,1300,290.7888889
0.998443391,673,291.1222222
0.900391691,748,291.1222222
0.798043254,900,291.1222222
0.700816506,970,291.1222222
0.596594833,1350,291.1222222
1.002058311,775,291.4833333
0.900945195,800,291.4833333
0.800512059,974,291.4833333
0.701965382,1010,291.4833333
0.603330949,1420,291.4833333
1.00202874,848,291.8166667
0.896318252,873,291.8166667
0.797440846,1090,291.8166667
0.698750363,1100,291.8166667
0.600052182,1476,291.8166667
1.001035318,900,292.1777778
0.898548512,900,292.1777778
0.800373534,1192,292.1777778
0.698489234,1190,292.1777778
0.598776964,1560,292.1777778
0.997186678,948,292.5111111
0.898153534,974,292.5111111
0.797296631,1280,292.5111111
0.698048253,1300,292.5111111
0.602107284,1680,292.5111111
0.998101202,1000,292.8722222
0.905264764,1010,292.8722222
0.800986636,1300,292.8722222
0.700369672,1350,292.8722222
0.598283284,1830,292.8722222
1.00140062,1092,293.2055556
0.898848724,1090,293.2055556
0.80024402,1410,293.2055556
0.705120169,1470,293.2055556
0.59980788,1980,293.2055556
1.002298547,1189,293.5666667
0.898593647,1189,293.5666667
0.799930023,1476,293.5666667
0.703541601,1550,293.5666667
0.598746066,2180,293.5666667
1.003624897,1296,293.9
0.901415504,1296,293.9
0.798875066,1542,293.9
0.701264815,1680,293.9
0.601945109,2350,293.9
1.00124362,1414,294.2611111
0.896859551,1414,294.2611111
0.798545726,1681,294.2611111
0.699504963,1750,294.2611111
0.599851133,2500,294.2611111
1.001241344,1476,294.5944444
0.900355402,1418,294.5944444
0.797329311,1834,294.5944444
0.700760396,1850,294.5944444
0.601221171,2700,294.5944444
1.001119581,1681,294.9555556
0.902161561,1542,294.9555556
0.801667844,1915,294.9555556
0.70091836,1920,294.9555556
0.599859669,2851,294.9555556
0.996678078,1834,295.2888889
0.900859236,1681.78,295.2888889
0.800415375,2000,295.2888889
0.700543158,2200,295.2888889
0.997446503,1915,295.65
0.897837887,1834,295.65
0.802106306,2180,295.65
0.69992089,2320,295.65
1.001363001,2000,295.9833333
0.900056637,1915,295.9833333
0.800059512,2328,295.9833333
0.701876568,2450,295.9833333
0.998967911,2213,296.3444444
0.900192242,2213,296.3444444
0.799075449,2705,296.3444444
0.699131008,2700,296.3444444
0.999381656,2449,296.6777778
0.900444268,2450,296.6777778
0.699042503,2800,296.6777778
1.002511512,2710,297.0388889
0.898210785,2710,297.0388889
0.699626257,2900,297.0388889
0.999120538,2850,297.3722222
1.002893956,3000,297.7333333
0.865939339,2725.124,297.3086
0.867609918,2656.269,297.174
0.862575108,2587.415,297.037
0.86608033,2518.653,296.8975
0.867325491,2449.986,296.7554
0.865710797,2381.418,296.6104
0.86767719,2312.956,296.4625
0.864511652,2244.603,296.3115
0.868364924,2176.367,296.1569
0.870144025,2108.253,295.9987
0.864820552,2040.269,295.8364
0.864655224,1972.422,295.6698
0.868452998,1904.721,295.4984
0.868705373,1837.175,295.3217
0.864500509,1820.093,295.2761
0.864705855,1811.306,295.2525
0.86498266,1809.096,295.2465
0.862857328,1808.645,295.2453
0.863708925,1806.876,295.2417
0.863537947,1805.767,295.2393
0.864010634,1803.504,295.2342
0.865476859,1798.901,295.2238
0.866014658,1789.42,295.2023
0.86864723,1769.58,295.1566
0.863549521,1727.56,295.0567
0.867514874,1639.059,294.8309
0.865118251,1554.684,294.5942
0.865447302,1475.896,294.3514
0.866895868,1399.537,294.0934
0.863300785,1324.378,293.815
0.866311048,1249.867,293.5119
0.865879133,1184.981,293.2231
0.866531132,1119.997,292.908
0.866124566,1055.408,292.5659
0.870456829,991.2271,292.1936
0.864270749,927.4972,291.788
0.864484235,864.2668,291.3448
0.864299948,801.5922,290.8597
