Specific Gravity;Pressure (psia);Hydrate Temperature (K)
0.865546229;1789.42;295.2023
0.865546229;1769.58;295.1566
0.865546229;1727.56;295.0567
0.865546229;1639.059;294.8309
0.865546229;1554.684;294.5942
0.865546229;1475.896;294.3514
0.865546229;1399.537;294.0934
0.865546229;1324.378;293.815
0.865546229;1249.867;293.5119
0.865546229;1184.981;293.2231
0.865546229;1119.997;292.908
0.865546229;1055.408;292.5659
0.865546229;991.2271;292.1936
0.865546229;927.4972;291.788
0.865546229;864.2668;291.3448
0.865546229;801.5922;290.8597
0.865546229;739.539;290.3269
0.865546229;678.1846;289.7401
0.865546229;617.621;289.0914
0.865546229;557.958;288.3711
0.865546229;499.3286;287.5676
0.865546229;441.8947;286.6664
0.865546229;385.8558;285.649
0.865546229;331.4603;284.4924
0.865546229;279.0204;283.1667
0.865546229;228.933;281.6328
0.865546229;181.7065;279.8395
0.865546229;137.9942;277.7181
0.865546229;98.6308;275.1763
0.865546229;79.85525;273.6156
0.865546229;74.53891;273.1138
0.865546229;74.53891;273.1138
0.865546229;73.88584;272.9543
0.865546229;73.66424;272.8839
0.865546229;73.2276;272.7445
0.865546229;72.36158;272.466
0.865546229;70.65821;271.9099
0.865546229;67.36335;270.8013
0.865546229;61.20002;268.5986
0.865546229;50.42152;264.2512
0.865546229;41.38835;259.9552
0.865546229;33.76463;255.6627
0.865546229;27.3664;251.3747
0.865546229;22.02746;247.0913
0.865546229;17.59994;242.8125
0.865546229;13.95263;238.5382
0.863260746;2647.555;296.2776
0.863260746;2578.802;296.1433
0.863260746;2510.05;296.0065
0.863260746;2441.395;295.8673
0.863260746;2372.84;295.7255
