Specific Gravity,Pressure (psia),LOG P,Hydrate Temperature (K),LOWESS_Predicted,Residual,Outlier
0.515141681,2064.611694,7.632697446,290.2234047,294.0262891225627,3.80288442256267,False
0.620666656,758.2784929,6.631050723,286.5438251,287.55943313311275,1.0156080331127555,False
0.639076584,2371.619351,7.771328271,293.8056843,294.6897434211268,0.8840591211268247,False
0.918971722,1153.768221,7.050788579,294.2224655,290.2066295694584,4.015835930541584,False
0.771168909,1542.863659,7.341395487,293.7194346,292.16886581580496,1.5505687841950362,False
0.865002784,1337.969904,7.198908747,294.3484239,291.5678730143976,2.780550885602395,False
0.692067101,1683.434956,7.428591602,292.8366212,292.9834695062732,0.1468483062731707,False
0.535259746,835.7238255,6.728298206,285.2845992,288.37052038434757,3.085921184347569,False
0.609051128,2287.189095,7.735078873,292.97272,294.4240351100652,1.4513151100651953,False
0.881121701,548.6009126,6.307371242,288.8983204,284.9639691695545,3.934351230445486,False
0.780802926,888.8991344,6.789983769,290.4802227,288.82826296680935,1.6519597331906652,False
0.629269103,1473.911586,7.295675089,290.8164028,291.97834428863655,1.1619414886365576,False
0.50492985,283.0921131,5.645772333,277.4263195,279.67870227812693,2.2523827781269574,False
0.960892912,1966.43358,7.583976816,298.0486111,293.8745713470725,4.174039752927513,False
0.878235606,891.1523284,6.792515376,292.0111327,288.8458326008759,3.1653000991241242,False
0.98887927,1009.65076,6.917359768,294.3406842,289.7022543343574,4.638429865642593,False
0.99899004,766.8256497,6.642259461,292.7128499,287.6465908689918,5.066259031008201,False
0.701841545,2241.618806,7.714953565,294.6994965,294.30132976355736,0.3981667364426471,False
0.515304888,984.015202,6.891641346,285.8177301,289.58047240411986,3.762742304119854,False
0.914171575,478.2005839,6.170030276,288.4472251,283.5846731292614,4.86255197073865,False
0.751871351,496.708814,6.208003967,286.2182509,283.9675396287334,2.2507112712665958,False
0.80150802,2200.971257,7.696654022,296.3286523,294.21165162510636,2.1170006748936316,False
0.525518722,216.4849568,5.377521061,276.0219271,278.27010666634345,2.248179566343424,False
0.939894799,182.7341341,5.208032277,281.9533874,276.6680169569278,5.285370443072225,False
0.521383987,2404.947306,7.785283272,291.2519163,294.79195104434183,3.540034744341824,False
0.779930149,1601.00565,7.378387242,294.0884345,292.44323010204033,1.6452043979596738,False
0.585595443,2210.01182,7.700753143,292.2667889,294.2315609867958,1.96477208679579,False
0.901971992,203.8916819,5.317588882,282.2550809,277.82894264847874,4.426138251521252,False
0.721963782,1084.694073,6.989053266,290.7182384,290.0122309942166,0.7060074057833958,False
0.809655368,2111.642654,7.655221433,296.2186274,294.0850628749314,2.133564525068607,False
0.956965611,1784.783983,7.487052669,297.4159874,293.6147458192333,3.801241580766714,False
0.870579104,858.5566224,6.755252633,291.6609509,288.5887305042082,3.072220395791817,False
0.787688576,1436.621101,7.270049178,293.5641542,291.95281092635906,1.611343273640955,False
0.831376521,2314.91447,7.74712802,297.1033701,294.5094361472756,2.5939339527243988,False
0.993130728,941.9594597,6.847962237,293.9568267,289.26739595070285,4.689430749297173,False
0.863660985,199.4828751,5.295728394,281.5522437,277.60474774478547,3.947495955214549,False
0.928056857,1907.346359,7.553468214,297.4092082,293.7482440262322,3.660964173767809,False
0.640862483,1599.473776,7.377429964,291.5391492,292.4361173220978,0.8969681220978032,False
0.809192339,2295.202519,7.738576362,296.6983624,294.44782334580924,2.2505390541907673,False
0.952991913,1782.395921,7.485713761,297.3532272,293.60586195012723,3.7473652498727574,False
0.601326483,1469.552078,7.292712924,290.2150311,291.97744364657603,1.7624125465760585,False
0.55300381,2133.612927,7.665572032,291.324997,294.1058046323801,2.7808076323801174,False
0.502440994,2295.676461,7.738782833,290.5108511,294.4492707900026,3.938419690002547,False
0.67435937,1147.380972,7.045237208,290.1881022,290.18507071712946,0.003031482870540003,False
0.964387271,829.8120557,6.721199236,292.7657402,288.31608509842715,4.44965510157283,False
0.524648063,741.7583677,6.60902354,284.2825303,287.39104093229,3.108510632290006,False
0.774064479,716.2674923,6.57405369,288.9901708,287.119694959201,1.8704758407989743,False
0.957708671,2425.931867,7.793971005,299.242361,294.86251689107235,4.379844108927671,False
0.809202949,534.599056,6.281517038,287.6406412,284.7141170566563,2.926524143343727,False
0.704622205,1055.977465,6.962222124,290.239734,289.9007421043208,0.3389918956792144,False
0.515535327,2096.499111,7.648024143,290.3214498,294.0701135470393,3.748663747039302,False
0.779802159,1394.966294,7.240625532,293.2551582,291.81871202782264,1.436446172177341,False
0.888439784,2619.407951,7.870703598,298.695596,295.6579890703385,3.0376069296615356,False
0.90629093,1388.177547,7.235747049,295.1816812,291.7944286830498,3.387252516950241,False
0.849077831,2200.429323,7.696407767,297.0838818,294.21038069494665,2.8735011050533217,False
0.848248873,1628.023119,7.395121747,295.2834097,292.5906203590132,2.692789340986792,False
0.639429915,2593.669629,7.860828997,294.3254663,295.55787971014377,1.2324134101437494,False
0.865994616,2003.163108,7.602482764,296.7903566,293.9371602839575,2.8531963160424993,False
0.5305835,722.2952718,6.582434019,284.2557011,287.1851003475906,2.9293992475905952,False
0.932074794,2648.437768,7.881725224,299.3935945,295.7613557495904,3.6322387504096127,False
0.566838414,1231.257299,7.115791121,288.3955603,290.6900703329702,2.2945100329702086,False
0.592866111,393.8681977,5.97601633,281.6755156,281.92135592005627,0.24584032005628842,False
0.914028874,1225.748152,7.111306673,294.5275071,290.6445837095079,3.882923390492067,False
0.891949055,1186.453431,7.078723826,294.0075687,290.34961435632437,3.6579543436756126,False
0.910075367,1644.259325,7.405045303,296.26353,292.7046276423141,3.558902357685895,False
0.57765721,1712.762602,7.445862903,290.6070473,293.15344474103244,2.546397441032468,False
0.922966153,2125.757659,7.661883563,297.9790999,294.09799582017286,3.8811040798271392,False
0.836517533,2233.173367,7.711178887,296.9745241,294.28206073883496,2.6924633611650393,False
0.693036951,603.4416351,6.402649325,286.4709136,285.8736336692344,0.5972799307656373,False
0.544936547,2169.427093,7.682218399,291.2314939,294.1537104963272,2.922216596327246,False
0.91909133,2392.455732,7.78007562,298.6170177,294.7530022410717,3.864015458928293,False
0.812461556,2256.390606,7.721521739,296.6518523,294.33830002290375,2.313552277096221,False
0.731875549,1446.614386,7.276981199,292.6532475,291.9684474220037,0.6848000779963286,False
0.955188712,2660.255216,7.886177343,299.7439733,295.80226916214053,3.9417041378594604,False
0.981198394,1318.910658,7.184561416,295.9056686,291.4232315822319,4.48243701776812,False
0.979548531,1959.733408,7.580563727,298.2819021,293.8615902095642,4.420311890435812,False
0.689292552,1810.763477,7.501503846,293.2162105,293.64712393885566,0.4309134388556686,False
0.827629691,1629.402409,7.395968606,294.9672611,292.59938960014705,2.3678714998529244,False
0.564449512,2448.26108,7.803133288,292.3779888,294.9462497162232,2.568260916223153,False
0.630303797,1660.151955,7.414664416,291.5458578,292.8244148851544,1.2785570851543753,False
0.808598801,2545.135597,7.841939207,297.288191,295.36096095885205,1.9272300411479364,False
0.761446557,1978.637906,7.590163961,295.0337431,293.8991367467872,1.1346063532128028,False
0.695440123,2588.713824,7.858916438,295.4096889,295.5384177681966,0.12872886819661744,False
0.68997753,1692.279539,7.433831739,292.8285682,293.03377810835076,0.2052099083507528,False
0.513058646,950.1552904,6.856625435,285.5468584,289.33874841980895,3.791890019808932,False
0.992411131,1148.083145,7.045849,295.1938879,290.18780128491386,5.006086615086133,False
0.861463171,1738.191244,7.460600337,295.8780921,293.3379372290994,2.540154870900608,False
0.668010289,974.7836952,6.882215595,289.0592164,289.5274050394881,0.4681886394880621,False
0.704697908,366.3271129,5.903526685,283.3408769,281.3224731480748,2.0184037519252342,False
0.843891801,2507.177366,7.826912844,297.7635035,295.1952859906514,2.5682175093485853,False
0.826484873,992.4044613,6.900130747,291.9063656,289.62602768519866,2.2803379148013505,False
0.575904694,533.655499,6.279750498,283.3342939,284.69719962364917,1.3629057236491917,False
0.811677578,483.5827091,6.181222364,287.0092302,283.69620804880293,3.3130221511970603,False
0.745188327,677.4484596,6.518333475,288.1448423,286.687728336667,1.4571139633329722,False
0.721023247,595.274135,6.389022031,286.8838394,285.74343923046825,1.1404001695317447,False
0.97018332,188.7586143,5.240469026,282.5923084,277.02216610042433,5.57014229957565,False
0.891218118,1808.588961,7.500302241,296.5602224,293.64458813467513,2.9156342653248544,False
0.955614612,421.9658172,6.044924309,288.160812,282.47632579869247,5.68448620130755,False
0.786300649,380.9439128,5.942652154,284.9867982,281.6423278278825,3.3444703721174847,False
0.782445258,1972.799934,7.587209099,295.371562,293.8880354533344,1.483526546665587,False
0.990611256,2193.051615,7.693049284,299.0969,294.194179776168,4.902720223831977,False
0.945168229,1374.541654,7.225875612,295.6701146,291.7431363401844,3.9269782598155984,False
0.970837106,241.4989417,5.486865091,284.4188086,278.83343834534,5.585370254659949,False
0.525148425,767.6558476,6.643341518,284.5110381,287.6551977818774,3.1441596818773974,False
0.696267388,2239.892182,7.714183011,294.5911063,294.29735260015804,0.2937536998419432,False
0.56355167,173.9327407,5.158668677,275.2829576,276.0987680945315,0.8158104945315472,False
0.686054946,1875.303366,7.536525721,293.3614707,293.63509020114094,0.27361950114095634,False
0.783111804,1462.14456,7.287659514,293.5950478,291.97785313934,1.6171946606599477,False
0.885599683,1349.858268,7.207754879,294.7091406,291.64012203970856,3.069018560291454,False
0.711662557,1775.905925,7.482065952,293.5157619,293.59106942186924,0.07530752186926293,False
0.761529445,1225.090338,7.110769866,292.155828,290.6395161071012,1.5163118928987842,False
0.774743363,1146.77306,7.044707242,291.9714865,290.1827443855251,1.7887421144749283,False
0.948986678,1590.017299,7.371500175,296.6099342,292.39370091710447,4.21623328289553,False
0.817753748,760.5124966,6.633992544,290.0793295,287.5814982084061,2.4978312915938545,False
0.81232338,2085.425411,7.642728147,296.1884006,294.05573792343137,2.132662676568657,False
0.50482866,1151.749389,7.049037273,286.5183481,290.201121751975,3.682773651974969,False
0.846043287,758.0550599,6.630756021,290.4951806,287.55724133877106,2.937939261228962,False
0.587482766,1245.809312,7.127540648,288.9234266,290.8052527470562,1.881826147056188,False
0.557986125,826.1419753,6.716766642,285.7375005,288.2774068490908,2.5399063490908134,False
0.983670027,588.4808051,6.37754431,290.776414,285.62708734078967,5.149326659210317,False
0.902265813,1005.871655,6.913609763,293.1261242,289.68661736289124,3.439506837108752,False
0.853461506,2611.49214,7.867677038,298.1479124,295.62825017661186,2.5196622233881385,False
0.78657092,1796.365975,7.493521,294.8860206,293.64076859631626,1.2452520036837313,False
0.875098475,1469.241997,7.292501898,295.0702806,291.97741078434444,3.092869815655547,False
0.882759719,1699.070553,7.437836647,296.0614435,293.0700207630061,2.9914227369939113,False
0.549297887,2388.32049,7.778345674,291.8849949,294.7404809099845,2.8554860099845314,False
0.83211334,236.4523383,5.465746658,282.332787,278.7189014867257,3.6138855132742833,False
0.859449027,2261.0644,7.723590955,297.4026008,294.35067581270334,3.0519249872966725,False
0.841829636,2449.394891,7.80359629,297.5960973,294.95099059123424,2.645106708765752,False
0.747244787,1102.69462,7.005512118,291.2630659,290.0710636766705,1.1920022233294958,False
0.701569701,326.8050867,5.789363928,282.4968276,280.5388362656148,1.9579913343852127,False
0.50568535,1398.036728,7.242824194,287.7035379,291.82890456833996,4.12536666833995,False
0.736040407,586.6249964,6.374385768,287.0495739,285.59608827953684,1.453485620463141,False
0.573558551,818.6922796,6.707708286,286.0286939,288.1958016707621,2.1671077707620725,False
0.640874552,2044.559271,7.62293753,292.9837259,294.00430302628706,1.0205771262870371,False
0.774854428,714.4033792,6.57144776,288.9863975,287.09990650877177,1.8864909912282428,False
0.796266712,2513.76083,7.829535249,297.0145502,295.2247601212617,1.7897900787382923,False
0.90791256,269.7991654,5.59767785,284.3764018,279.41013647697054,4.966265323029461,False
0.683491911,361.036115,5.888977995,282.8583812,281.21046152155265,1.6479196784473515,False
0.745321972,200.6075962,5.301350742,279.7642961,277.6676621410116,2.096633958988434,False
0.624231291,2212.974394,7.702092769,293.101659,294.2379787128246,1.1363197128246156,False
0.545295558,297.2341281,5.694520138,278.7107914,279.9656482546857,1.25485685468567,False
0.850478577,2432.008579,7.796472771,297.6893053,294.8852070027765,2.8040982972235042,False
0.828295309,449.7758751,6.108749403,286.7776684,282.9997369800928,3.7779314199071905,False
0.656694855,766.7694411,6.642186158,287.3307599,287.6460064080708,0.3152465080707998,False
0.512096685,2501.672769,7.824714895,291.2442991,295.1705926845195,3.926293584519499,False
0.930408115,2083.085143,7.641605316,297.9652457,294.0526209345726,3.912624765427438,False
0.787678501,2687.063655,7.896204298,297.2559978,295.89402389303655,1.361973906963442,False
0.626313441,225.1031502,5.416558742,278.4539702,278.4625177294151,0.008547529415068311,False
0.830718133,1346.719803,7.205427139,293.8621641,291.6171994505949,2.2449646494050626,False
0.521524854,2405.106401,7.785349423,291.2557729,294.79249170072103,3.536718800721019,False
0.654388981,2570.062129,7.851685352,294.5744271,295.46359674772197,0.8891696477219853,False
0.890693292,2590.298923,7.859528562,298.6643828,295.54491539454483,3.1194674054551683,False
0.970934483,2418.999652,7.791109367,299.407226,294.8368745866245,4.570351413375477,False
0.625495169,1259.409658,7.138398365,289.7916729,290.9084539237119,1.1167810237118942,False
0.517117493,330.2280339,5.799783428,278.7820722,280.60518964299604,1.823117442996022,False
0.724895352,1789.571381,7.489731418,293.8004436,293.6294833230423,0.17096027695771454,False
0.895259042,719.8605592,6.579057525,290.8879744,287.1582573240563,3.729717075943711,False
0.774383179,239.007048,5.476493041,281.5138679,278.7769078790901,2.736960020909862,False
0.513081343,2317.061081,7.748054886,290.8331693,294.51593881567953,3.6827695156795244,False
0.805814086,1948.759251,7.574948168,295.6839391,293.84329610233937,1.8406429976606091,False
0.870463647,2112.760928,7.655750868,297.1721006,294.0859535553376,3.0861470446624253,False
0.708329936,1718.472884,7.449191317,293.2599969,293.1924778124339,0.06751908756609737,False
0.751931317,1584.405748,7.367964694,293.5508192,292.369040209865,1.181778990135001,False
0.967100746,2327.974779,7.752753975,299.1302817,294.55190780338773,4.578373896612277,False
0.755026609,315.4124137,5.753881032,283.1681534,280.3176950042767,2.850458395723308,False
0.566288027,2009.448125,7.605615399,291.2842811,293.95179040205414,2.6675093020541567,False
0.666466186,1253.152933,7.133418001,290.5757664,290.8620983050986,0.28633190509856377,False
0.644741449,1226.760151,7.11213195,290.0206691,290.65307393722026,0.6324048372202355,False
0.861302766,2336.863193,7.756564793,297.6235178,294.5810682169983,3.042449583001712,False
0.898840643,2508.334615,7.827374312,298.5981698,295.20041267442485,3.39775712557514,False
0.592591529,686.5149712,6.531628033,285.3244024,286.78816586106564,1.4637634610656391,False
0.573292488,1341.348061,7.201430403,289.0565549,291.59263352737185,2.5360786273718645,False
0.894737551,634.7646693,6.453254331,290.0592475,286.2658102957608,3.7934372042392397,False
0.68031348,1063.046969,6.968894563,289.8306322,289.9275785589234,0.09694635892338965,False
0.634063257,921.7696227,6.826295325,288.0448826,289.09822859886077,1.0533459988607774,False
0.884456644,827.788928,6.718758204,291.631866,288.29453625272834,3.337329747271667,False
0.732368491,147.2270241,4.991975777,277.2369754,274.0632227576815,3.1737526423185045,False
0.983588732,2452.80482,7.804987473,299.6598959,294.96417960596045,4.695716294039528,False
0.847349898,1828.180391,7.511076429,295.9629912,293.63173925801703,2.3312519419829414,False
0.627325245,1922.45679,7.561359225,292.3478578,293.7956708198714,1.4478130198714325,False
0.5905941,1077.740421,6.982621926,288.1075378,289.98737085723366,1.8798330572336681,False
0.926895486,800.1849075,6.684842835,292.0191883,287.99211537641696,4.0270729235830345,False
0.700520828,1703.733485,7.44057729,293.0651142,293.0974229279404,0.032308727940403514,False
0.919785706,2025.891153,7.613764958,297.6493307,293.9824574097485,3.6668732902514876,False
0.695723133,575.0996271,6.35454329,286.2052247,285.4026898565268,0.8025348434731541,False
0.978340503,622.5310409,6.433793492,291.0791404,286.13713182969695,4.942008570303074,False
0.978924838,787.516721,6.668884603,292.6224659,287.8572720249998,4.765193875000193,False
0.934007769,1272.811537,7.148983541,295.042129,291.01852131712934,4.023607682870647,False
0.866457594,2206.484173,7.699155656,297.3663699,294.2236771877303,3.1426927122697066,False
0.900870265,587.2036245,6.37537165,289.6333177,285.6070213432517,4.0262963567483325,False
0.671057983,1288.07496,7.160904104,290.8311398,291.1497465188472,0.3186067188472066,False
0.791032335,2043.091238,7.622219253,295.7202346,294.0007687677974,1.7194658322026157,False
0.639130476,1766.728527,7.476884826,292.0929562,293.5400597622875,1.4471035622875092,False
0.963531229,2226.566903,7.708216173,298.8197476,294.26763212450044,4.5521154754995905,False
0.521073255,160.4755975,5.078141891,273.7361162,275.1189045670449,1.3827883670448955,False
0.938764577,201.6076339,5.306323402,282.6712019,277.71752672930126,4.953675170698773,False
0.599490962,834.5977316,6.72694985,286.7097763,288.3605046669432,1.6507283669432127,False
0.646761099,1137.23589,7.036355939,289.597821,290.1533608792409,0.5555398792408823,False
0.989050211,1506.981556,7.31786396,296.8269241,292.0283092669168,4.798614833083207,False
0.841726338,342.3004642,5.835688902,285.1054684,280.8404657260734,4.265002673926631,False
0.59258256,424.0488099,6.049848566,282.1669629,282.51486800815326,0.34790510815327025,False
0.876464754,2338.047543,7.757071477,297.8562893,294.5850441495448,3.271245150455229,False
0.698183057,2475.452368,7.814178433,295.2043397,295.05701523011504,0.14732446988494985,False
0.834671984,2151.719654,7.67402264,296.7279496,294.1282552263266,2.599694373673401,False
0.74582555,1086.38102,6.990607286,291.1463016,290.018158986559,1.128142613441014,False
0.982592886,1119.075168,7.02025788,294.9042292,290.11178988124516,4.792439318754816,False
0.994022366,949.7606425,6.856209998,294.0209039,289.335108299216,4.68579560078399,False
0.824090417,966.801159,6.873992848,291.7047201,289.4691656857044,2.2355544142955637,False
0.830753525,1151.760151,7.049046617,292.9012013,290.2011498026059,2.7000514973940994,False
0.889267114,1266.748045,7.144208301,294.3728244,290.96798086067145,3.404843539328567,False
0.55432797,2625.751193,7.873122303,292.5416726,295.68189581824004,3.14022321824001,False
0.955050696,883.0531868,6.783385433,293.0379072,288.7818456926932,4.256061507306811,False
0.500400078,491.7139812,6.197897208,281.043476,283.8645755405486,2.82109954054863,False
0.768204455,218.6452379,5.387450498,280.7688164,278.31768621863677,2.451130181363226,False
0.944195121,1337.686049,7.198696571,295.4898529,291.56522287362844,3.924630026371574,False
0.615778701,2294.54234,7.738288686,293.1335872,294.4457972122598,1.3122100122597544,False
0.518769331,976.2427921,6.883711318,285.8536528,289.5351754809524,3.681522680952355,False
0.917563043,2391.828132,7.779813261,298.5935056,294.7511572809842,3.842348319015798,False
0.622083186,942.9000517,6.848960287,287.9432088,289.2748287531456,1.331619953145605,False
0.828826918,1765.133095,7.475981374,295.4648507,293.5307868686869,1.9340638313130967,False
0.689423077,1017.658913,6.925260085,289.7307563,289.73433464838394,0.003578348383939556,False
0.575033529,2357.505472,7.765359336,292.4024387,294.6467064591388,2.244267759138779,False
0.830308872,204.7201978,5.321644158,281.2532762,277.8804067283745,3.3728694716255063,False
0.843115285,908.0468811,6.811296008,291.6035039,288.9847536633225,2.6187502366774993,False
0.728122353,2528.733892,7.835474019,295.8756831,295.2905362454604,0.5851468545396301,False
0.507795268,176.7194435,5.17456341,274.1338559,276.2879335438563,2.154077643856283,False
0.689422093,1983.673839,7.592705879,293.7547507,293.90896459462584,0.15421389462585466,False
0.863268276,1277.263735,7.152475362,294.0375458,291.05577596644395,2.9817698335560294,False
0.891552646,1872.156934,7.534846486,296.7710443,293.62981329025234,3.1412310097476848,False
0.956873106,696.513246,6.546086811,291.5306939,286.8987775843652,4.6319163156348395,False
0.552684164,1467.04836,7.291007743,289.1241006,291.97736018275344,2.8532595827534237,False
0.624373925,1383.53803,7.232399287,290.3364337,291.7770980650453,1.4406643650453361,False
0.908140315,1642.775661,7.404142566,296.2302007,292.69437616049413,3.5358245395058816,False
0.554931305,317.9178716,5.761793084,279.3922848,280.36747562973716,0.9751908297371301,False
0.980633059,1759.889157,7.473006107,297.6532081,293.5008904327679,4.152317667232069,False
0.50785998,1094.87098,6.998391809,286.2866914,290.04660611385674,3.7599147138567446,False
0.610093255,2372.903348,7.771869526,293.2062494,294.6937223605188,1.4874729605188008,False
0.612123893,1953.239278,7.577244442,292.1235336,293.8505017808773,1.7269681808773498,False
0.874923921,1851.907271,7.523971344,296.4593011,293.622517724216,2.836783375784023,False
0.8344792,1653.632225,7.410729496,295.163407,292.77597023030506,2.3874367696949435,False
